,street,n,x,y,id,name
1035,447,4,16.2600002,6,1035,Great Windmill Street
1037,447,4,16.4920006,5.5419998,1036,Great Windmill Street
1036,447,4,16.6360226,5.190371,1037,Great Windmill Street
1039,448,2,19.2619991,5.6999998,1038,Princes Street (III)
1038,448,2,19.5488033,5.1472368,1039,Princes Street (III)
1046,449,8,16.6360226,5.190371,1040,Tichborne Street
1043,449,8,16.5090008,5.1329999,1041,Tichborne Street
1047,449,8,16.3670006,5.1139998,1042,Tichborne Street
1041,449,8,16.2000008,5.0999999,1043,Tichborne Street
1045,449,8,16.0139999,5.1230001,1044,Tichborne Street
1040,449,8,15.6960001,5.2020001,1045,Tichborne Street
1044,449,8,15.0769997,5.3530002,1046,Tichborne Street
1042,449,8,14.9006586,5.418766,1047,Tichborne Street
1049,450,3,9.6640987,5.3286061,1048,Vigo Street
1050,450,3,8.9399996,5.0890002,1049,Vigo Street
1048,450,3,8.7835855,5.0881882,1050,Vigo Street
1052,451,2,8.7835855,5.0881882,1051,Saville Row
1051,451,2,7.043314,7.9979448,1052,Saville Row
1054,452,2,16.6360226,5.190371,1053,Tichborne Street
1053,452,2,16.6800003,5.0830002,1054,Tichborne Street
1055,453,2,14.6610003,5.0549998,1055,Regents Quadrant
1056,453,2,14.9006586,5.418766,1056,Regents Quadrant
1057,454,2,4.5265012,5.0371218,1057,Grafton Street
1058,454,2,5.2339149,5.511199,1058,Grafton Street
1064,455,7,10.609724,5.6415162,1059,Regents Quadrant
1059,455,7,10.6331596,5.5935211,1060,Regents Quadrant
1060,455,7,10.7034597,5.464922,1061,Regents Quadrant
1065,455,7,10.79,5.3479919,1062,Regents Quadrant
1062,455,7,10.9223604,5.2220879,1063,Regents Quadrant
1061,455,7,11.1044502,5.0831251,1064,Regents Quadrant
1063,455,7,11.3450403,4.9679508,1065,Regents Quadrant
1066,456,2,6.788403,4.9390068,1066,Cork Street
1067,456,2,5.8547659,6.449976,1067,Cork Street
1069,457,3,8.7835855,5.0881882,1068,Burlington Gardens
1070,457,3,8.5550003,5.0869999,1069,Burlington Gardens
1068,457,3,8.0236416,4.7520242,1070,Burlington Gardens
1071,458,2,8.0236416,4.7520242,1071,Old Burlington Street
1072,458,2,6.7296228,6.96101,1072,Old Burlington Street
1077,459,5,6.788403,4.9390068,1073,Cork Mews
1075,459,5,6.2738051,4.647501,1074,Cork Mews
1073,459,5,6.0294609,4.9168949,1075,Cork Mews
1074,459,5,5.7773108,5.1954622,1076,Cork Mews
1076,459,5,5.5526562,5.4974699,1077,Cork Mews
1078,460,2,16.6800003,5.0830002,1078,Picadilly
1079,460,2,15.7796097,4.6266069,1079,Picadilly
1080,461,2,18.7102337,4.5974021,1080,Whitcomb Court
1081,461,2,19.5488033,5.1472368,1081,Whitcomb Court
1082,462,2,18.7102337,4.5974021,1082,Oxendon Street
1083,462,2,18.1140003,5.5970001,1083,Oxendon Street
1093,463,11,13.198,4.573,1084,Regents Quadrant
1089,463,11,13.3929996,4.6149998,1085,Regents Quadrant
1086,463,11,13.5559998,4.6469998,1086,Regents Quadrant
1084,463,11,13.6990004,4.6890001,1087,Regents Quadrant
1091,463,11,13.809,4.7249999,1088,Regents Quadrant
1085,463,11,13.9530001,4.7789998,1089,Regents Quadrant
1087,463,11,14.1120005,4.8540001,1090,Regents Quadrant
1090,463,11,14.2720003,4.9200001,1091,Regents Quadrant
1094,463,11,14.415,4.9780002,1092,Regents Quadrant
1092,463,11,14.4860001,5.013,1093,Regents Quadrant
1088,463,11,14.6610003,5.0549998,1094,Regents Quadrant
1095,464,2,13.198,4.573,1095,Air Street
1096,464,2,12.6246834,5.8145752,1096,Air Street
1098,465,2,19.8458424,6.0331941,1097,Map Frame
1097,465,2,19.8876877,4.5580668,1098,Map Frame
1100,466,2,19.5488033,5.1472368,1099,Princes Street (III)
1099,466,2,19.8876877,4.5580668,1100,Princes Street (III)
1102,467,2,3.6991789,4.482688,1101,Grafton Street
1101,467,2,4.5265012,5.0371218,1102,Grafton Street
1104,468,2,3.6485059,4.44873,1103,Grafton Street
1103,468,2,3.6991789,4.482688,1104,Grafton Street
1106,469,2,3.6485059,4.44873,1105,Map Frame
1105,469,2,3.608146,6.6264238,1106,Map Frame
1108,470,3,16.6800003,5.0830002,1107,Haymarket
1107,470,3,16.8859997,5.138,1108,Haymarket
1109,470,3,17.4349995,4.3189998,1109,Haymarket
1111,471,2,15.7796097,4.6266069,1110,Picadilly
1110,471,2,15.0819998,4.2729998,1111,Picadilly
1113,472,2,14.6610003,5.0549998,1112,Regent Street
1112,472,2,15.0819998,4.2729998,1113,Regent Street
1114,473,3,17.4644604,4.2521591,1114,Arundel Place
1115,473,3,18.0230007,4.6139998,1115,Arundel Place
1116,473,3,17.4820004,5.4390001,1116,Arundel Place
1117,474,2,17.4349995,4.3189998,1117,Haymarket
1118,474,2,17.4644604,4.2521591,1118,Haymarket
1120,475,2,8.0236416,4.7520242,1119,Burlington Gardens
1119,475,2,7.2178321,4.2440319,1120,Burlington Gardens
1121,476,2,7.2178321,4.2440319,1121,Cork Street
1122,476,2,6.788403,4.9390068,1122,Cork Street
1123,477,2,17.4644604,4.2521591,1123,Haymarket
1124,477,2,17.5949993,4.0739999,1124,Haymarket
1126,478,2,19.0513325,4.0255418,1125,Panton Street
1125,478,2,19.8876877,4.5580668,1126,Panton Street
1127,479,2,19.0513325,4.0255418,1127,Oxendon Street
1128,479,2,18.7102337,4.5974021,1128,Oxendon Street
1130,480,2,7.2178321,4.2440319,1129,Burlington Gardens
1129,480,2,6.5689998,3.835,1130,Burlington Gardens
1131,481,2,6.5689998,3.835,1131,New Bond Street
1132,481,2,5.2339149,5.511199,1132,New Bond Street
1134,482,2,16.5489998,3.8050001,1133,Jermyn Street
1133,482,2,17.4349995,4.3189998,1134,Jermyn Street
1135,483,4,19.8876877,4.5580668,1135,Map Frame
1136,483,4,19.8896084,4.4903941,1136,Map Frame
1137,483,4,19.9120007,3.701,1137,Map Frame
1138,483,4,19.2561378,3.6821809,1138,Map Frame
1140,484,2,19.2561378,3.6821809,1139,Oxendon Street
1139,484,2,19.0513325,4.0255418,1140,Oxendon Street
1142,485,2,16.3569241,3.6810589,1141,Jermyn Street
1141,485,2,16.5489998,3.8050001,1142,Jermyn Street
1144,486,2,16.3569241,3.6810589,1143,White Bear Yard
1143,486,2,15.7796097,4.6266069,1144,White Bear Yard
1145,487,2,19.2561378,3.6821809,1145,Map Frame
1146,487,2,18.4994316,3.66047,1146,Map Frame
1148,488,2,18.4994316,3.66047,1147,Panton Street
1147,488,2,19.0513325,4.0255418,1148,Panton Street
1149,489,2,18.4994316,3.66047,1149,Map Frame
1150,489,2,17.8633022,3.6422169,1150,Map Frame
1151,490,2,17.5949993,4.0739999,1151,Haymarket
1152,490,2,17.8633022,3.6422169,1152,Haymarket
1153,491,2,17.8633022,3.6422169,1153,Map Frame
1154,491,2,16.807991,3.611937,1154,Map Frame
1156,492,2,16.807991,3.611937,1155,St James's Market
1155,492,2,17.5949993,4.0739999,1156,St James's Market
1157,493,3,16.807991,3.611937,1157,Map Frame
1158,493,3,16.7561836,3.610451,1158,Map Frame
1159,493,3,16.6703091,3.6079869,1159,Map Frame
1160,494,2,16.5489998,3.8050001,1160,Market Street (II)
1161,494,2,16.6703091,3.6079869,1161,Market Street (II)
1162,495,2,16.6703091,3.6079869,1162,Map Frame
1163,495,2,16.211174,3.5948131,1163,Map Frame
1164,496,2,16.211174,3.5948131,1164,Jermyn Street
1165,496,2,16.3569241,3.6810589,1165,Jermyn Street
1166,497,2,11.6251144,3.5709989,1166,Vine Street
1167,497,2,11.9694595,3.751684,1167,Vine Street
1168,498,2,16.211174,3.5948131,1168,Map Frame
1169,498,2,15.4755154,3.5709219,1169,Map Frame
1170,499,2,15.4755154,3.5709219,1170,Regent Street
1171,499,2,15.0819998,4.2729998,1171,Regent Street
1173,500,2,15.4755154,3.5709219,1172,Map Frame
1172,500,2,13.6920004,3.513,1173,Map Frame
1175,501,2,15.0819998,4.2729998,1174,Picadilly
1174,501,2,13.6920004,3.513,1175,Picadilly
1176,502,2,13.6920004,3.513,1176,Air Street
1177,502,2,13.198,4.573,1177,Air Street
1178,503,2,13.6920004,3.513,1178,Map Frame
1179,503,2,12.1245174,3.4754789,1179,Map Frame
1180,504,2,11.9694595,3.751684,1180,George Court (I)
1181,504,2,12.1245174,3.4754789,1181,George Court (I)
1182,505,2,12.1245174,3.4754789,1182,Map Frame
1183,505,2,11.6879988,3.46503,1183,Map Frame
1184,506,2,11.6251144,3.5709989,1184,Swallow Street
1185,506,2,11.6879988,3.46503,1185,Swallow Street
1187,507,2,11.6879988,3.46503,1186,Map Frame
1186,507,2,10.7841892,3.4390969,1187,Map Frame
1188,508,2,9.6640987,5.3286061,1188,Sackville Street
1189,508,2,10.7841892,3.4390969,1189,Sackville Street
1191,509,2,10.7841892,3.4390969,1190,Map Frame
1190,509,2,9.7828522,3.4103661,1191,Map Frame
1192,510,2,9.7828522,3.4103661,1192,Albany Street
1193,510,2,8.7835855,5.0881882,1193,Albany Street
1195,511,2,9.7828522,3.4103661,1194,Map Frame
1194,511,2,7.7992611,3.353451,1195,Map Frame
1196,512,2,7.2178321,4.2440319,1196,Burlington Arcade
1197,512,2,7.7992611,3.353451,1197,Burlington Arcade
1198,513,2,7.7992611,3.353451,1198,Map Frame
1199,513,2,6.9635701,3.329473,1199,Map Frame
1201,514,2,6.5689998,3.835,1200,New Bond Street
1200,514,2,6.9635701,3.329473,1201,New Bond Street
1202,515,2,6.9635701,3.329473,1202,Map Frame
1203,515,2,5.6504951,3.2917969,1203,Map Frame
1205,516,2,4.5265012,5.0371218,1204,Albemarle Street
1204,516,2,5.6504951,3.2917969,1205,Albemarle Street
1207,517,2,5.6504951,3.2917969,1206,Map Frame
1206,517,2,4.5018001,3.2588379,1207,Map Frame
1209,518,2,3.6991789,4.482688,1208,Dover Street
1208,518,2,4.5018001,3.2588379,1209,Dover Street
1210,519,3,4.5018001,3.2588379,1210,Map Frame
1212,519,3,3.671,3.2349999,1211,Map Frame
1211,519,3,3.6485059,4.44873,1212,Map Frame
1213,520,3,11.7447996,4.812386,1213,Vine Street
1214,520,3,11.8784599,5.174901,1214,Vine Street
1215,520,3,11.5450001,5.9510002,1215,Vine Street
1216,521,2,11.7447996,4.812386,1216,Vine Street
1217,521,2,11.7215538,4.7587409,1217,Vine Street
1218,522,3,11.3450403,4.9679508,1218,Regents Quadrant
1219,522,3,11.5410604,4.8256912,1219,Regents Quadrant
1220,522,3,11.7215538,4.7587409,1220,Regents Quadrant
1221,523,4,11.7215538,4.7587409,1221,Regents Quadrant
1222,523,4,11.9124603,4.7007518,1222,Regents Quadrant
1223,523,4,12.1021299,4.6366978,1223,Regents Quadrant
1224,523,4,12.2367535,4.6037641,1224,Regents Quadrant
1225,524,7,12.2367535,4.6037641,1225,Regents Quadrant
1226,524,7,12.3080902,4.5863128,1226,Regents Quadrant
1227,524,7,12.4647598,4.5699968,1227,Regents Quadrant
1228,524,7,12.7875404,4.5581861,1228,Regents Quadrant
1229,524,7,12.9984198,4.5517359,1229,Regents Quadrant
1230,524,7,13.1107798,4.5683851,1230,Regents Quadrant
1231,524,7,13.198,4.573,1231,Regents Quadrant
1232,525,2,12.3289022,3.8954501,1232,Vine Street
1233,525,2,12.45576,3.953624,1233,Vine Street
1234,526,3,12.2367535,4.6037641,1234,Vine Street
1235,526,3,12.1689796,4.2499371,1235,Vine Street
1236,526,3,12.3289022,3.8954501,1236,Vine Street
1237,527,2,11.9694595,3.751684,1237,Vine Street
1238,527,2,12.3289022,3.8954501,1238,Vine Street
1239,528,3,11.3450403,4.9679508,1239,Swallow Street
1240,528,3,11.0809002,4.4880772,1240,Swallow Street
1241,528,3,11.6251144,3.5709989,1241,Swallow Street
